id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
508137,1,01-06-1999,0,15,82,7,1066,39.50%,12,3915,3915,2910.77,01-06-2012,162,01-01-2015
508174,0,01-04-2003,0,null,null,7,3107,69%,11,11783,11521,10000,01-04-2013,688,01-05-2016
508175,1,01-06-1986,0,16,null,12,76416,85%,32,18725,18725,15000,01-05-2013,61,01-05-2013
508195,0,01-05-2003,1,null,null,10,19060,60.70%,17,12474,12470,10000,01-12-2012,2032,01-09-2014
508196,0,01-09-1986,1,null,null,13,12790,37.60%,30,10647,10647,9250,01-10-2012,1011,01-05-2015
508198,0,01-04-1996,0,null,null,6,8934,22.50%,13,15739,15477,14000,01-01-2013,2182,01-02-2013
508230,0,01-10-2006,0,null,null,6,1794,59.80%,6,4886,4886,4000,01-05-2013,153,01-03-2016
508234,0,01-06-1999,2,null,null,5,3047,35.40%,9,8279,8279,7000,01-01-2012,3730,01-12-2015
508247,1,01-08-1997,1,3,null,9,65133,43.30%,37,11840,11840,9800,01-04-2013,691,01-01-2015
508280,0,01-08-1998,0,null,null,5,5375,41.30%,11,7840,7840,7000,01-05-2013,237,01-05-2013
508282,0,01-11-1992,0,null,null,6,13572,65.60%,28,27877,27509,24000,01-09-2012,5793,01-10-2014
508289,0,01-08-1992,1,null,null,7,0,8.49%,52,7224,7224,6500,01-08-2012,1979,01-05-2016
508314,0,01-02-1995,0,39,null,2,0,0%,9,3517,3517,3000,01-05-2013,106,01-05-2013
508319,0,01-06-2000,0,null,null,2,18815,87.10%,13,13070,12525,12000,01-02-2011,9836,01-09-2013
508337,0,01-11-1991,0,50,111,7,5577,19.60%,21,24174,23760,21000,01-07-2012,7245,01-04-2016
508365,1,01-03-2004,1,21,null,7,2400,14.40%,8,12085,12025,10000,01-05-2013,368,01-05-2016
508383,0,01-10-1999,0,null,null,11,24377,70.70%,35,23676,23676,19999.99,01-04-2012,456,01-03-2016
508392,0,01-01-2004,2,null,null,12,4443,35.80%,25,4008,4008,3600,01-02-2013,185,01-04-2016
508406,0,01-02-2004,1,36,null,9,1448,10%,15,4109,4109,3500,01-09-2012,1003,01-08-2014
508412,0,01-01-1997,0,49,null,10,10790,67%,39,12913,12267,12000,01-03-2011,9425,01-05-2016
508426,0,01-10-2004,1,null,null,7,15916,63.90%,13,3110,3110,2424.32,01-12-2011,164,01-05-2016
508429,0,01-03-1974,1,null,null,4,13536,48.50%,4,11139,9941,10000,01-09-2011,31,01-08-2011
508436,2,01-08-2003,1,18,null,10,8243,65.40%,17,5719,5719,3811.89,01-09-2011,358,01-05-2016
508481,0,01-10-2002,1,null,null,12,7529,36.50%,18,6482,6482,5500,01-05-2013,203,01-05-2013
508496,0,01-04-2003,1,null,null,5,7593,20%,11,9409,9409,8400,01-07-2013,297,01-04-2016
508579,0,01-06-2000,1,null,null,4,0,0%,19,10694,9625,10000,01-02-2011,8115,01-02-2011
508586,0,01-06-1991,1,null,null,16,116532,64.40%,32,30769,28136,24499.99,01-03-2014,9567,01-04-2016
508630,0,01-07-2000,1,27,null,3,192,48%,5,2027,2027,1566.33,01-02-2013,62,01-07-2013
508634,0,01-07-2006,0,null,null,10,5702,44.90%,12,6270,6270,5000,01-05-2013,179,01-05-2013
508640,0,01-03-1992,0,null,null,6,36105,93.80%,14,3692,3692,2785.69,01-01-2012,185,01-05-2016
508644,1,01-07-1993,0,20,null,6,930,4%,21,7072,7072,6000,01-05-2013,212,01-05-2013
508655,0,01-10-2000,0,null,null,19,14007,38.10%,32,10778,10778,9250,01-07-2012,77,01-05-2016
508719,0,01-03-1990,0,null,null,12,26649,42.20%,35,5040,5040,4500,01-05-2013,156,01-05-2016
508722,0,01-12-1998,0,null,null,6,14636,25.50%,26,3904,3904,3700,01-05-2011,2660,01-01-2013
508731,0,01-06-1990,0,null,null,7,16000,56.70%,24,25272,24074,24249.99,01-10-2010,22118,01-10-2010
508736,0,01-04-1990,1,null,null,9,865,4%,28,2307,2307,2100,01-08-2012,311,01-08-2012
508739,0,01-12-2000,2,32,null,15,54400,2.20%,30,10583,10583,10000,01-03-2011,7773,01-03-2011
508759,0,01-01-1998,2,null,null,8,10820,22.60%,19,5423,5396,5000,01-03-2011,3945,01-03-2016
508760,0,01-01-1981,1,null,null,7,12105,37.80%,15,8555,7940,7650,01-02-2013,1199,01-02-2013
508764,0,01-10-2000,2,null,null,11,16978,64.30%,17,10954,10954,9000,01-10-2012,2369,01-05-2016
508777,1,01-10-1995,3,19,null,9,29007,83.60%,25,29754,29754,25000,01-07-2011,17855,01-04-2016
508798,0,01-05-2004,1,null,null,6,14782,67.80%,16,28725,28307,24000,01-11-2012,964,01-05-2016
508802,0,01-10-2003,2,26,null,17,7519,39.60%,35,9498,9498,8000,01-04-2012,1014,01-04-2016
508804,0,01-09-1996,2,null,null,10,18122,77.40%,23,7484,7484,6000,01-05-2013,223,01-05-2016
508809,0,01-09-2004,3,null,null,11,2008,18.60%,30,13923,13923,12000,01-11-2012,2664,01-11-2014
508828,0,01-11-2005,1,null,null,5,5570,42.50%,9,5446,5446,5000,01-03-2011,5,01-03-2015
508855,0,01-10-2002,2,null,null,12,11613,51.40%,29,9282,9224,8000,01-11-2012,1802,01-04-2016
508864,0,01-06-1977,0,null,null,11,46525,64.10%,36,15542,15453,12631.58,01-01-2013,38,01-05-2013
508881,0,01-12-1996,1,73,null,9,19393,53.70%,24,14361,13925,12250,01-05-2013,435,01-05-2013
508907,0,01-12-1993,1,37,null,8,69905,28.30%,15,20021,19962,17000.01,01-04-2013,2786,01-04-2013
508921,0,01-10-2003,2,null,null,13,17426,76.10%,20,15793,15763,13000,01-05-2013,452,01-10-2015
508927,0,01-12-2005,2,null,null,8,2992,43.40%,11,10068,10068,8200,01-05-2013,291,01-02-2016
508931,0,01-06-1995,0,null,null,5,6107,36.10%,11,557,557,455.99,01-11-2010,93,01-05-2016
508957,0,01-11-2004,1,null,null,12,5722,13.80%,26,14560,13811,13000,01-05-2013,448,01-05-2013
508966,0,01-07-1999,0,68,null,7,5468,54.70%,34,3477,3477,3000,01-03-2013,294,01-12-2015
508967,0,01-12-2002,0,null,null,6,4463,15.70%,15,17602,17331,15000,01-02-2012,975,01-02-2012
508972,0,01-09-1995,0,70,86,9,12860,65.60%,18,9875,9875,8000,01-05-2013,295,01-05-2013
508978,0,01-11-1983,1,72,null,8,3732,62.20%,25,5264,5185,5000,01-04-2011,6,01-10-2015
508992,0,01-05-1998,2,null,null,7,13665,44.80%,16,13101,12136,12000,01-07-2012,306,01-07-2012
508993,0,01-05-2005,1,null,null,7,8342,87.80%,9,9469,9176,8000,01-03-2012,3421,01-02-2014
508994,0,01-12-2005,0,null,null,10,8168,35.30%,14,9668,9064,8000,01-05-2013,290,01-05-2013
509004,0,01-08-1996,0,null,null,10,9048,74.90%,36,5323,5277,2213.45,01-07-2011,26,01-05-2016
509006,0,01-08-1995,0,28,null,8,6683,59.10%,8,7634,7634,6000,01-03-2013,644,01-06-2015
509068,0,01-04-1998,2,null,null,3,157,52.30%,7,6160,6160,5000,01-02-2013,687,01-03-2013
509078,0,01-09-1991,1,64,99,11,3148,39.80%,35,5631,5575,5000,01-05-2013,166,01-05-2013
509090,0,01-11-1996,0,67,null,17,17958,85.50%,45,10815,10815,9100,01-04-2012,4039,01-05-2016
509124,0,01-09-1997,2,null,null,14,27099,77%,34,643,643,441.05,01-11-2010,483,01-05-2016
509132,0,01-02-2003,0,null,null,6,7873,77.20%,11,9823,9823,8000,01-05-2013,287,01-05-2013
509140,0,01-02-1993,0,28,116,12,6656,33.10%,22,10669,10669,10000,01-02-2011,8095,01-02-2011
509157,0,01-05-2006,1,null,null,8,7320,30.80%,13,10354,9319,10000,01-10-2010,7,01-10-2010
509214,0,01-04-1995,0,37,null,7,2707,60.20%,23,2082,2082,1800,01-11-2011,1051,01-04-2016
509216,0,01-07-1994,0,null,null,15,1104,4.60%,22,11690,11133,10500,01-10-2012,207,01-10-2012
509224,0,01-08-1996,1,36,null,12,9898,24.30%,39,23697,21718,20000,01-05-2013,676,01-02-2016
509238,0,01-07-1999,1,69,null,8,1748,8.70%,13,2698,2698,2500,01-11-2011,1394,01-11-2011
509250,0,01-11-1995,3,null,null,12,5485,26.80%,24,1643,1635,1192.43,01-10-2010,330,01-05-2016
509285,0,01-05-1993,1,59,null,11,99455,5.40%,29,28473,28068,25000,01-04-2012,9090,01-04-2012
509301,0,01-04-1995,3,null,95,15,11190,53.30%,48,3133,3133,2118.32,01-02-2012,138,01-11-2015
509318,0,01-10-1997,0,60,null,6,2979,45.80%,17,5458,5458,4500,01-02-2013,608,01-02-2013
509319,0,01-09-1989,3,41,null,8,2595,89.50%,15,6093,6093,5000,01-02-2013,111,01-01-2014
509330,0,01-10-1998,0,null,null,9,19302,95.10%,17,12030,11428,10000,01-02-2012,6793,01-08-2013
509344,0,01-11-1996,1,null,null,8,3761,47.60%,11,8492,8222,7000,01-03-2013,242,01-05-2014
509359,0,01-01-2000,0,null,null,12,22985,56.90%,29,30082,29932,25000,01-12-2012,5002,01-04-2016
509376,0,01-12-1993,7,null,null,6,7230,85.10%,24,13272,12719,12000,01-04-2011,9231,01-05-2016
509401,0,01-08-1995,0,null,null,10,7140,12.10%,23,21709,20569,20000,01-06-2011,36,01-06-2011
509447,0,01-10-2005,0,26,null,7,387,9%,14,5722,5460,5000,01-02-2012,2457,01-02-2012
509458,0,01-02-2001,1,null,null,7,2650,64.60%,7,17792,17348,15000,01-05-2013,450,01-05-2013
509475,0,01-11-1999,0,38,null,7,11742,77.20%,14,539,539,336.05,01-09-2010,20,01-04-2016
509512,0,01-06-1994,3,null,null,21,31827,53.80%,32,13975,13904,9710.18,01-09-2011,871,01-05-2016
509515,0,01-01-2007,0,null,null,4,1569,82.60%,5,1922,1668,1247.39,01-06-2011,138,01-11-2011
509516,0,01-01-2007,1,null,null,6,4948,71.70%,12,2236,2096,1210.28,01-01-2011,276,01-02-2016
509519,1,01-07-2002,2,2,null,7,2704,20.30%,18,12213,12202,10000,01-05-2013,371,01-03-2016
509526,0,01-11-2000,0,null,null,11,8535,46.40%,14,7738,7620,6600,01-05-2013,236,01-05-2013
509553,0,01-10-1998,0,35,null,10,2597,26.50%,31,3878,3878,3750,01-08-2010,3622,01-03-2016
509577,1,01-10-1997,0,19,null,10,19169,55.20%,25,9155,9155,8000,01-08-2011,5341,01-08-2011
509579,1,01-10-1994,0,10,null,5,0,0%,13,6804,6804,5600,01-06-2013,202,01-06-2013
509599,0,01-01-1999,1,52,null,5,15544,58.40%,16,24816,24371,20000,01-05-2013,715,01-04-2016
509600,0,01-07-2005,2,50,null,4,0,0%,11,7175,7175,6000,01-12-2011,3399,01-12-2011
509603,0,01-10-1996,2,null,null,11,12972,18.70%,33,8184,7672,8000,01-09-2010,7443,01-08-2013
509620,0,01-08-1988,1,null,null,20,44627,53.40%,39,14219,14219,12000,01-05-2013,416,01-05-2013
509631,0,01-08-2000,0,64,null,5,4571,38.10%,13,5631,5381,5000,01-05-2013,161,01-05-2013
509666,0,01-03-1998,0,63,null,16,8567,41.80%,29,11930,11930,10000,01-08-2012,3235,01-08-2012
509671,0,01-01-1989,1,null,null,8,6685,10.60%,37,5228,5228,5000,01-02-2011,4004,01-08-2012
509678,0,01-03-1996,1,null,null,14,25668,36.90%,42,22256,21561,20000,01-12-2011,645,01-04-2016
509679,0,01-03-2001,2,46,null,11,12116,55.10%,19,15471,15318,12600,01-05-2013,452,01-12-2015
509719,0,01-07-1993,1,65,null,10,18570,48.60%,26,28437,27763,24000,01-05-2013,817,01-05-2013
509786,0,01-12-1997,1,43,null,16,2174,5.70%,45,13907,13878,12000,01-03-2013,1182,01-05-2016
509814,0,01-12-2000,0,31,null,12,4264,23.20%,15,7028,7028,6000,01-08-2012,1906,01-04-2016
509852,0,01-10-2002,0,47,null,2,182,18.20%,7,5741,5727,4750,01-05-2013,183,01-05-2013
509877,0,01-06-2001,0,null,null,6,243,2.30%,8,1715,1661,768.77,01-07-2010,516,01-12-2010
509895,0,01-11-2005,2,null,null,3,652,81.50%,7,1235,1235,1000,01-05-2013,38,01-05-2016
509910,0,01-01-2004,0,null,null,7,10769,89.70%,9,3970,3970,3250,01-05-2013,121,01-05-2013
509923,1,01-12-1998,1,12,64,3,468,3.90%,5,5126,5126,4200,01-02-2012,3380,01-11-2015
509946,0,01-04-1986,1,null,null,5,4340,15.30%,20,11074,11024,11000,01-06-2010,11075,01-06-2010
509947,0,01-10-2001,1,null,null,11,5564,27.40%,12,6043,6043,5000,01-05-2013,197,01-05-2013
509952,0,01-01-1984,0,null,null,9,26751,50.40%,25,15834,15782,15000,01-03-2011,10621,01-10-2014
509982,0,01-01-2000,1,47,null,15,9858,45.40%,31,17774,17566,15000,01-05-2013,521,01-05-2013
510004,0,01-10-1993,0,67,null,12,13441,29.90%,19,13900,13147,12000,01-10-2012,3069,01-05-2016
510013,0,01-01-1997,0,null,null,15,81187,58.60%,60,28437,28437,24000,01-05-2013,810,01-05-2016
510024,0,01-12-2003,0,null,null,3,323,11.10%,4,1856,1856,1600,01-05-2013,18,01-05-2013
510027,0,01-01-1994,0,41,null,7,23098,84.60%,21,9872,9872,8000,01-09-2012,979,01-05-2016
510054,0,01-06-2003,0,null,null,8,30951,96.10%,15,10996,10996,8116.25,01-07-2012,414,01-06-2013
510055,0,01-12-1995,0,null,null,8,23230,65.40%,20,13554,13554,11500,01-05-2013,427,01-05-2016
510082,1,01-08-1992,2,18,100,17,16791,87%,30,33304,31736,25000,01-03-2013,6723,01-04-2016
510090,0,01-09-1984,1,null,null,12,55968,58.10%,36,10733,10599,10000,01-03-2011,7841,01-03-2011
510102,0,01-01-2007,1,null,null,5,4480,66.90%,8,3958,3958,3500,01-06-2011,2024,01-06-2011
510112,0,01-01-1997,2,34,null,22,13287,41.90%,45,7097,7097,6000,01-01-2012,3200,01-01-2012
510125,0,01-03-1975,2,null,null,14,15267,26.90%,20,12442,12312,10500,01-05-2013,366,01-05-2013
510146,0,01-01-1998,1,null,null,3,17724,72.90%,15,14849,14849,10750,01-10-2014,2609,01-05-2016
510161,0,01-09-2000,1,null,null,9,17862,41.40%,44,11561,11454,10800,01-08-2011,2593,01-05-2016
510175,0,01-07-1993,1,44,null,5,400,5.90%,27,1533,1533,1500,01-09-2010,1395,01-03-2016
510176,0,01-08-2000,3,44,null,9,8386,94.20%,21,8568,8568,5716.31,01-09-2012,201,01-12-2012
510177,0,01-11-2002,2,null,null,8,21346,45.80%,16,17354,17354,14725,01-05-2013,502,01-05-2013
510217,0,01-11-1990,2,null,null,11,48191,5.50%,27,4432,4432,4000,01-05-2013,139,01-07-2015
510350,0,01-05-2002,1,null,null,8,526,2.40%,19,5631,5631,5000,01-05-2013,165,01-05-2013
510354,1,01-06-2006,0,23,null,3,0,0%,4,524,505,228.59,01-09-2010,125,01-01-2011
510363,0,01-08-1999,2,null,null,5,13236,71.20%,12,30372,30220,25000,01-05-2013,892,01-05-2013
510370,0,01-12-1996,3,75,null,9,8007,20.90%,28,11199,11047,10000,01-04-2013,664,01-05-2016
510373,0,01-10-1983,5,null,null,13,8453,21.50%,32,6757,6729,6000,01-05-2013,196,01-05-2016
510374,3,01-09-1995,1,5,null,10,13425,36.20%,29,6140,6140,5000,01-05-2013,178,01-02-2015
510382,0,01-06-2002,2,null,null,8,5264,47%,20,6243,6243,5325,01-05-2013,188,01-05-2013
510418,0,01-10-1999,0,null,null,15,27759,81.60%,33,14453,14453,12250,01-12-2012,1979,01-05-2016
510426,0,01-09-1979,1,null,null,12,25691,24.40%,35,22878,22267,19650,01-03-2013,2549,01-05-2016
510465,0,01-12-1997,0,null,null,10,26014,65.10%,31,16589,16518,14000,01-05-2013,490,01-05-2013
510469,0,01-12-2000,0,null,null,11,3860,19.60%,12,3359,3359,3000,01-03-2013,294,01-03-2016
510474,2,01-05-1982,3,4,null,7,0,0%,8,12233,12233,10000,01-10-2012,2655,01-05-2016
510485,0,01-07-1998,1,36,null,13,11211,59.70%,27,6636,6636,5600,01-05-2013,192,01-05-2016
510492,0,01-07-2004,0,null,null,4,6990,32.70%,9,6531,6422,6000,01-10-2011,133,01-10-2011
510506,0,01-12-1995,0,38,57,7,2674,95.10%,20,3648,3648,3000,01-04-2012,1351,01-05-2012
510507,1,01-08-2001,0,1,null,8,2863,17.50%,13,3214,3214,2352.95,01-03-2012,143,01-08-2012
510511,0,01-11-1999,2,null,94,8,3714,82.50%,26,7524,7524,6000,01-06-2013,215,01-05-2016
510532,0,01-01-1993,1,null,null,5,5260,13.80%,7,7268,6598,6500,01-01-2013,1023,01-10-2014
510534,0,01-01-1993,0,null,null,13,23571,21.40%,33,8467,7800,7750,01-02-2012,3685,01-02-2012
510544,0,01-07-2001,1,48,null,13,5107,35.10%,25,5373,5373,4448.91,01-11-2012,180,01-04-2016
510546,1,01-09-1999,3,13,null,13,12189,67.30%,26,900,861,0,,0,01-10-2010
510554,0,01-01-2003,0,null,null,9,20815,70.30%,14,24807,24794,19600,01-03-2013,2107,01-03-2013
510563,0,01-07-2001,0,null,null,11,6160,62.20%,20,8029,7918,7200,01-07-2012,2409,01-06-2015
510566,1,01-01-1996,0,20,null,10,2504,25.60%,27,13514,13486,12000,01-05-2013,393,01-09-2015
510569,0,01-12-1990,1,57,null,8,46426,80.60%,17,7423,7423,6000,01-05-2013,228,01-05-2013
510578,1,01-02-1996,2,23,98,11,26470,97.70%,60,11921,11150,5730.66,01-07-2013,283,01-05-2016
510581,0,01-11-2001,3,null,null,10,11761,51.10%,21,8118,8002,7000,01-05-2013,244,01-05-2013
510598,0,01-12-1990,3,null,null,3,553,6.30%,19,23697,22694,19999.99,01-05-2013,678,01-05-2013
510604,0,01-12-1988,1,48,null,19,30157,59.20%,34,24298,24173,20000,01-05-2013,702,01-05-2016
510621,0,01-02-1988,0,34,null,2,0,0%,10,5016,5016,4000,01-05-2013,143,01-10-2015
510627,0,01-11-1999,0,null,null,6,6151,36.60%,9,8629,8432,7175,01-06-2015,150,01-05-2016
510664,0,01-06-2001,0,null,null,10,655,3.10%,12,3624,3624,3087,01-05-2012,163,01-06-2012
510709,0,01-09-1996,2,null,null,14,36883,88.20%,21,5113,5113,3838.21,01-11-2012,175,01-03-2013
510735,0,01-07-2000,2,null,null,8,1760,28.40%,18,11002,11002,10000,01-03-2012,4491,01-03-2012
510748,0,01-10-1998,0,null,null,6,43124,92.40%,39,20820,20664,20000,01-09-2010,18821,01-05-2016
510753,0,01-10-1998,2,null,null,13,6273,43.60%,29,6720,6720,6000,01-05-2013,208,01-11-2014
510757,0,01-10-1999,0,null,null,10,2730,14.80%,45,20775,20082,18000,01-11-2012,3996,01-11-2012
510777,1,01-06-1990,1,2,null,6,1214,9.30%,20,6717,6717,6000,01-03-2013,580,01-09-2014
510779,1,01-12-2001,1,18,null,5,1399,42.40%,10,8887,8887,7200,01-05-2013,274,01-05-2016
510785,0,01-11-1995,0,null,null,7,393,1.40%,44,6677,6121,6000,01-03-2013,750,01-01-2015
510794,0,01-02-2003,0,null,null,8,9387,25.30%,22,10636,10104,10000,01-10-2011,3679,01-11-2015
510799,0,01-06-1998,0,null,null,10,20718,71.90%,24,7110,7110,6000,01-05-2013,207,01-05-2013
510815,0,01-06-1998,2,null,106,16,18936,55.70%,22,16429,16327,16000,01-09-2010,298,01-09-2010
510829,2,01-04-2001,1,15,null,5,3219,21.30%,20,9147,9147,8000,01-09-2011,5105,01-09-2011
510833,0,01-11-2005,0,null,null,9,7002,58.30%,12,12168,12168,10000,01-08-2012,3276,01-01-2016
510836,0,01-03-2005,0,null,null,6,3803,35.50%,25,7668,7561,7200,01-02-2011,4067,01-04-2016
510848,0,01-08-2005,3,null,null,5,2868,41%,8,7579,7579,6500,01-05-2013,255,01-01-2015
510855,0,01-12-2003,0,null,null,9,13477,77%,19,12656,12206,10000,01-05-2013,379,01-03-2016
510886,0,01-06-1998,0,null,null,6,1589,11.10%,18,11140,11140,10000,01-05-2013,333,01-05-2013
510890,0,01-06-2006,0,null,null,8,5404,49.10%,12,3284,3284,2800,01-01-2013,49,01-04-2016
510968,0,01-11-1997,0,null,null,6,3001,11%,25,8355,8355,7500,01-05-2013,250,01-05-2016
510997,0,01-03-2006,1,null,null,4,5344,73.20%,11,5703,5703,5000,01-07-2011,3481,01-07-2011
511023,1,01-09-2001,0,8,117,8,262,7.10%,10,2121,2121,1454.36,01-12-2011,104,01-05-2012
511038,0,01-03-1989,0,30,null,7,12666,34%,20,4639,4627,4000,01-05-2013,141,01-05-2013
511053,0,01-11-1991,0,null,null,13,12089,18.20%,39,8960,8400,8000,01-05-2013,279,01-05-2013
511131,0,01-05-1978,2,null,null,17,39385,43.10%,33,11598,11569,10000,01-05-2013,354,01-05-2013
511137,0,01-12-2001,0,null,89,19,4036,73.40%,37,10952,10952,8662.96,01-11-2013,285,01-05-2016
511154,0,01-04-2004,0,null,null,9,1074,4%,11,5566,5566,5000,01-09-2012,1379,01-07-2014
511157,0,01-01-1996,0,29,null,10,27032,27.50%,29,21214,21096,18000,01-05-2013,644,01-05-2016
511167,0,01-11-1992,0,null,null,10,51399,60.30%,40,6684,6645,6000,01-05-2013,202,01-05-2016
511195,0,01-06-2000,0,null,null,6,8070,46.50%,9,7921,7864,6950,01-08-2013,788,01-08-2013
511215,0,01-12-2003,0,null,null,4,17031,58%,6,10494,10494,9000,01-05-2013,351,01-05-2013
511258,0,01-01-1995,0,64,null,9,46265,70.70%,12,26660,26541,22500,01-05-2013,765,01-05-2016
511273,0,01-12-1992,0,35,null,4,357,2.60%,31,11049,11049,9600,01-09-2011,6095,01-03-2016
511274,1,01-12-1999,1,15,null,7,12957,79%,15,7098,7098,6000,01-02-2013,788,01-05-2016
511289,0,01-08-2000,0,null,null,7,2261,14.40%,15,7304,7304,7000,01-02-2011,8,01-01-2016
511298,0,01-12-1997,0,null,null,13,28123,36.50%,32,6615,6587,6000,01-02-2012,2867,01-02-2012
511300,0,01-01-1995,2,null,null,6,4452,12.20%,10,11188,11188,10000,01-02-2013,1262,01-02-2013
511303,0,01-12-1998,1,null,60,9,4327,26.70%,14,7056,7056,6600,01-12-2010,5732,01-12-2010
511319,0,01-10-1989,1,null,null,12,10612,15.50%,20,11140,11112,10000,01-05-2013,334,01-04-2016
511339,0,01-07-2000,0,35,null,11,17905,50.40%,20,8091,8091,7000,01-09-2011,4503,01-05-2016
511340,0,01-07-1987,3,38,null,7,38919,92.80%,25,6172,6172,5000,01-05-2013,193,01-05-2013
511358,0,01-01-1999,1,null,null,9,8303,24.30%,27,25492,24633,22000,01-05-2013,3106,01-04-2016
511371,0,01-07-2001,0,null,null,6,10347,33.20%,12,17255,17111,15000,01-09-2012,4237,01-09-2014
511390,0,01-04-2006,0,null,null,7,4327,37.60%,12,9242,9242,8000,01-06-2012,2447,01-03-2016
511401,0,01-09-2002,2,null,null,20,15026,52.50%,34,14904,14904,12250,01-05-2013,445,01-01-2016
511417,0,01-07-1989,4,null,null,14,10534,26.80%,45,20848,20848,19000,01-04-2012,1202,01-04-2014
511422,0,01-01-1981,1,58,null,5,5588,39.10%,29,1671,1671,1500,01-05-2013,50,01-03-2016
511440,0,01-02-2006,1,null,null,4,5936,45%,11,18442,18112,15000,01-06-2013,29,01-05-2014
511441,0,01-07-1989,0,null,117,5,7367,61.90%,18,6088,6088,4857.61,01-03-2012,277,01-05-2016
511447,1,01-07-1989,0,18,null,24,16305,18.30%,50,11550,11212,9800,01-06-2013,346,01-07-2015
511457,0,01-11-1999,1,null,null,16,10780,36.90%,40,7884,7884,7000,01-05-2013,230,01-05-2016
511459,0,01-11-1993,0,null,null,9,10570,29.60%,28,4456,4428,4000,01-05-2013,135,01-01-2015
511499,0,01-09-2000,1,null,null,13,296,0.90%,32,10080,10052,9000,01-05-2013,317,01-05-2013
511500,0,01-08-1999,1,27,103,11,10871,63.60%,17,7328,7328,6000,01-05-2013,222,01-05-2016
511542,0,01-10-1999,0,null,null,5,5078,74.30%,26,7028,6574,6400,01-11-2013,202,01-11-2013
511546,0,01-06-1988,1,null,null,14,2947,7.80%,35,5501,5501,5000,01-08-2012,1514,01-03-2015
511561,0,01-09-1999,0,null,null,13,7700,13.70%,38,6720,6692,6000,01-05-2013,212,01-05-2016
511577,0,01-06-2005,1,null,null,3,2992,71.20%,4,1228,1228,1000,01-05-2013,37,01-05-2013
511579,0,01-01-1997,2,32,null,20,23864,60.70%,29,14579,14397,12000,01-05-2013,433,01-05-2016
511586,0,01-04-1996,1,null,null,4,8901,21%,24,26001,25378,24000,01-06-2011,1619,01-06-2011
511658,0,01-07-1993,1,null,null,9,30314,59.90%,30,25438,23582,25000,01-08-2010,4,01-08-2010
511716,0,01-04-1997,1,null,null,11,1233,4.30%,44,16553,15950,12800,01-06-2015,323,01-05-2015
511758,0,01-10-2005,0,null,null,5,2592,69%,7,1915,1915,1449.05,01-06-2011,148,01-05-2016
511760,0,01-04-2004,0,null,null,6,4027,25.30%,20,4715,4715,4000,01-05-2013,150,01-03-2014
511789,0,01-07-1997,3,null,112,12,5991,59.30%,42,3664,3664,3000,01-05-2013,112,01-05-2016
511796,1,01-10-1999,1,16,null,7,301,3.50%,20,1555,1555,1500,01-10-2010,2,01-10-2010
511819,0,01-11-2006,2,null,null,3,4253,75.90%,12,1267,1267,624.51,01-09-2010,246,01-02-2011
511822,0,01-11-1999,0,47,null,3,199,24.90%,14,1160,1160,1000,01-05-2013,35,01-01-2015
511835,0,01-07-2000,0,47,null,9,5188,76.30%,13,11286,11286,9000,01-05-2013,322,01-05-2013
511838,0,01-03-1990,1,37,null,11,1131,3.30%,28,9520,9520,8500,01-05-2013,301,01-05-2013
511853,0,01-10-1999,1,null,null,15,228,11.40%,42,22714,21856,19200,01-02-2013,2519,01-03-2015
511872,0,01-10-1994,4,72,null,7,16660,65.20%,23,23570,23570,20000,01-05-2013,689,01-05-2016
511889,0,01-01-1999,0,null,null,14,18196,54.40%,34,23318,23202,20000,01-05-2013,703,01-04-2016
511908,0,01-03-1998,0,null,null,7,8808,62.50%,24,11598,11540,10000,01-05-2013,354,01-05-2013
511909,0,01-02-1980,0,null,null,5,33588,74.30%,16,6757,6757,6000,01-05-2013,197,01-05-2013
511923,0,01-10-1987,2,null,null,3,770,14.80%,13,2222,2172,2200,01-09-2010,1123,01-08-2011
511933,0,01-09-2001,0,50,null,3,1758,32%,8,3203,3203,3000,01-12-2010,2091,01-12-2010
511934,0,01-09-1999,0,31,null,10,26220,68.50%,21,25941,25671,24000,01-05-2011,7649,01-05-2016
511935,0,01-07-1989,0,73,null,12,19853,46.20%,41,5336,5215,4400,01-03-2015,371,01-11-2015
511941,0,01-07-1996,0,null,null,9,5312,80.50%,13,6379,6263,5500,01-05-2013,198,01-05-2013
511945,0,01-01-1991,1,null,null,6,1603,5.50%,22,5540,5540,5000,01-05-2013,178,01-05-2013
511970,0,01-09-1981,1,null,null,8,329,2.20%,14,3324,3324,3000,01-05-2013,109,01-05-2013
511973,0,01-05-1999,0,null,null,9,10643,26.30%,35,5029,5029,5000,01-06-2010,5030,01-07-2010
511983,0,01-10-1983,1,38,null,14,58576,55.40%,31,28372,27443,25000,01-08-2012,4453,01-09-2012
512005,0,01-06-2002,0,null,null,5,2260,39%,6,7884,7884,7000,01-05-2013,230,01-05-2013
512010,0,01-02-2001,2,null,null,3,23806,99.20%,7,1862,1862,1500,01-05-2013,55,01-05-2013
512017,0,01-11-1997,0,42,null,10,4196,91.20%,21,6096,6096,5000,01-02-2013,687,01-09-2015
